name,ICAO_ID,longitude,latitude,city,state,fuel_price
Nogales Intl,KOLS,-110.847888889,31.4177222220001,NOGALES,AZ,6.15
Walnut Ridge Rgnl,KARG,-90.925111111,36.124666667,WALNUT RIDGE,AR,4.88
Casa Grande Muni,KCGZ,-111.76682,32.954898056,CASA GRANDE,AZ,4.63
Chandler Muni,KCHD,-111.811121111,33.2690961110001,CHANDLER,AZ,5.5
Greenlee County,KCFT,-109.211162306,32.9570386390001,CLIFTON/MORENCI,AZ,
Colorado City Muni,KAZC,-113.013888889,36.959944444,COLORADO CITY,AZ,
Sierra Vista Muni-Libby AAF,KFHU,-110.344388889,31.5884722220001,FORT HUACHUCA SIERRA VISTA,AZ,5.85
Gila Bend AF Aux,KGXF,-112.719609722,32.8878472220001,GILA BEND,AZ,
Glendale Rgnl,KGEU,-112.295138889,33.5269166670001,GLENDALE,AZ,5.96
Kingman,KIGM,-113.938050278,35.259478056,KINGMAN,AZ,4.87
Falcon Fld,KFFZ,-111.728325278,33.4608405560001,MESA,AZ,4.31
Page Muni,KPGA,-111.448350556,36.9260694440001,PAGE,AZ,5.75
Payson,KPAN,-111.339255833,34.2568363890001,PAYSON,AZ,5.1
Phoenix Deer Valley,KDVT,-112.082555556,33.688305556,PHOENIX,AZ,4.31
Phoenix-Mesa Gateway,KIWA,-111.655459167,33.3078238890001,PHOENIX,AZ,4.31
Phoenix Sky Harbor Intl,KPHX,-112.011583333,33.434277778,PHOENIX,AZ,5.63
Picacho ARNG,KPCA,-111.487258333,32.6633305560001,PICACHO,AZ,
Safford Rgnl/1lt Duane Spalsbury Fld,KSAD,-109.635081944,32.8533411110001,SAFFORD,AZ,5.5
St Johns Industrial Air Park,KSJN,-109.37875,34.518555556,ST JOHNS,AZ,3.4
Scottsdale,KSDL,-111.910527778,33.622888889,SCOTTSDALE,AZ,4.31
Springerville Muni,KJTC,-109.310861111,34.129416667,SPRINGERVILLE,AZ,3.84
H A Clark Meml Fld,KCMR,-112.194347778,35.305493611,WILLIAMS,AZ,5.29
Window Rock,KRQE,-109.067388889,35.6520555560001,WINDOW ROCK,AZ,
Winslow-Lindbergh Rgnl,KINW,-110.722515778,35.021909722,WINSLOW,AZ,4.84
Alturas Muni,KAAT,-120.565416667,41.482861111,ALTURAS,CA,5.25
Auburn Muni,KAUN,-121.081722222,38.9548333330001,AUBURN,CA,6.1
Catalina,KAVX,-118.415769444,33.4049972220001,AVALON,CA,
Meadows Fld,KBFL,-119.057666667,35.4338611110001,BAKERSFIELD,CA,6.35
Bishop,KBIH,-118.363611111,37.3731111110001,BISHOP,CA,4.98
Blythe,KBLH,-114.716888889,33.6191666670001,BLYTHE,CA,6.97
Prescott Rgnl/Ernest A Love Fld,KPRC,-112.419222222,34.6548333330001,PRESCOTT,AZ,5.64
Sedona,KSEZ,-111.7884475,34.8485891670001,SEDONA,AZ,5.59
Show Low Rgnl,KSOW,-110.0056625,34.265471667,SHOW LOW,AZ,3.69
Taylor,KTYL,-110.115034722,34.4527322220001,TAYLOR,AZ,5.61
Marana Rgnl,KAVQ,-111.218388889,32.409555556,MARANA,AZ,6.15
Tucson Intl,KTUS,-110.941462806,32.1170681940001,TUCSON,AZ,5.0
Davis Monthan AFB,KDMA,-110.883169694,32.1663644170001,TUCSON,AZ,
Ryan Fld,KRYN,-111.174579167,32.1422111110001,TUCSON,AZ,6.5
Yuma MCAS/Yuma Intl,KNYL,-114.605987222,32.6565738890001,YUMA,AZ,4.86
Laguna AAF (Yuma Proving Ground),KLGF,-114.392975,32.8645805560001,YUMA PROVING GROUND (YUMA),AZ,
Apple Valley,KAPV,-117.186188056,34.575331389,APPLE VALLEY,CA,4.95
California Redwood Coast-Humboldt County,KACV,-124.108469167,40.977826389,ARCATA/EUREKA,CA,7.15
Banning Muni,KBNG,-116.850972222,33.9225555560001,BANNING,CA,5.8
Brawley Muni,KBWC,-115.517263333,32.9929375,BRAWLEY,CA,5.49
Bob Hope,KBUR,-118.358666667,34.2006944440001,BURBANK,CA,5.44
Calexico Intl,KCXL,-115.517583333,32.6674444440001,CALEXICO,CA,6.0
Cliff Hatfield Meml,KCLR,-115.521388889,33.131333333,CALIPATRIA,CA,
Camarillo,KCMA,-119.094354167,34.213758333,CAMARILLO,CA,4.32
Chico Rgnl,KCIC,-121.858416667,39.795388889,CHICO,CA,5.6
Jack Mc Namara Fld,KCEC,-124.236527778,41.7801666670001,CRESCENT CITY,CA,6.99
Barstow-Daggett,KDAG,-116.786694444,34.853722222,DAGGETT,CA,6.0
Edwards AFB,KEDW,-117.885528528,34.9080883890001,EDWARDS,CA,
Blue Canyon - Nyack,KBLU,-120.70975,39.274972222,EMIGRANT GAP,CA,
Murray Fld,KEKA,-124.112790278,40.803398056,EUREKA,CA,7.2
Travis AFB,KSUU,-121.924131472,38.2645366670001,FAIRFIELD,CA,
Tusi AHP (Hunter Liggett),KHGT,-121.236681944,35.9935486110001,FORT HUNTER LIGGET JOLON,CA,
Bicycle Lake AAF,KBYS,-116.630029444,35.2805302780001,FORT IRWIN/BARSTOW,CA,
Rohnerville,KFOT,-124.132655556,40.553941389,FORTUNA,CA,7.2
Fresno Chandler Exec,KFCH,-119.8203325,36.7321241670001,FRESNO,CA,4.99
Roberts AHP,KSYL,-120.743784722,35.8149663890001,CAMP ROBERTS/SAN MIGUEL,CA,
O'sullivan AHP,KCSL,-120.734340278,35.3333075,CAMP SAN LUIS OBISPO,CA,
Mc Clellan-Palomar,KCRQ,-117.280083333,33.12825,CARLSBAD,CA,4.68
China Lake NAWS (Armitage Fld),KNID,-117.695168611,35.6853880560001,CHINA LAKE,CA,
Chino,KCNO,-117.636482833,33.9747793060001,CHINO,CA,4.75
Compton/Woodley,KCPM,-118.243805556,33.8899166670001,COMPTON,CA,5.87
Buchanan Fld,KCCR,-122.056902222,37.9896566670001,CONCORD,CA,4.06
Corona Muni,KAJO,-117.60243975,33.8976540830001,CORONA,CA,5.99
Yolo County,KDWA,-121.856944444,38.579388889,DAVIS/WOODLAND/WINTERS,CA,4.99
University,KEDU,-121.786463889,38.5314622220001,DAVIS,CA,6.47
Delano Muni,KDLO,-119.2365,35.7455555560001,DELANO,CA,5.22
El Centro NAF (Vraciu Fld),KNJK,-115.668563417,32.8266328060001,EL CENTRO,CA,
San Gabriel Valley,KEMT,-118.034845278,34.086008889,EL MONTE,CA,5.74
Fresno Yosemite Intl,KFAT,-119.718833333,36.7765555560001,FRESNO,CA,5.99
Fullerton Muni,KFUL,-117.979784167,33.872014167,FULLERTON,CA,6.5
Nevada County,KGOO,-121.002555556,39.2240555560001,GRASS VALLEY,CA,5.46
Half Moon Bay,KHAF,-122.501166667,37.5134444440001,HALF MOON BAY,CA,
Hanford Muni,KHJO,-119.627666667,36.3167222220001,HANFORD,CA,5.4
Jack Northrop Fld/Hawthorne Muni,KHHR,-118.335083333,33.922861111,HAWTHORNE,CA,5.4
Hayward Exec,KHWD,-122.121738889,37.658931667,HAYWARD,CA,5.62
Healdsburg Muni,KHES,-122.898641528,38.652859167,HEALDSBURG,CA,6.3
Hemet-Ryan,KHMT,-117.022305556,33.734027778,HEMET,CA,6.0
Imperial County,KIPL,-115.57875,32.8342222220001,IMPERIAL,CA,5.49
Imperial Beach NOLF (Ream Fld),KNRS,-117.1135255,32.566159611,IMPERIAL BEACH,CA,
Inyokern,KIYK,-117.8295325,35.658741278,INYOKERN,CA,4.88
Mesa Del Rey,KKIC,-121.121305556,36.2285555560001,KING CITY,CA,6.39
General Wm J Fox Airfield,KWJF,-118.218638889,34.741055556,LANCASTER,CA,6.07
Brackett Fld,KPOC,-117.781777778,34.091666667,LA VERNE,CA,5.74
Lemoore NAS (Reeves Fld),KNLC,-119.952161639,36.3331267780001,LEMOORE,CA,
Vandenberg Space Force Base,KVBG,-120.584312556,34.7373366670001,LOMPOC,CA,
Lompoc,KLPC,-120.467502778,34.6656194440001,LOMPOC,CA,5.75
Los Angeles Intl,KLAX,-118.408048611,33.942496389,LOS ANGELES,CA,9.54
Whiteman,KWHP,-118.413433056,34.2593252780001,LOS ANGELES,CA,5.74
Los Banos Muni,KLSN,-120.869861111,37.0638888890001,LOS BANOS,CA,5.0
Amedee AAF,KAHC,-120.150613306,40.2659181110001,HERLONG,CA,
Hollister Muni,KCVH,-121.410273611,36.8933475000001,HOLLISTER,CA,5.49
Westover Fld Amador County,KJAQ,-120.793910278,38.3768016670001,JACKSON,CA,4.99
Lincoln Rgnl/Karl Harder Fld,KLHM,-121.351333333,38.9091666670001,LINCOLN,CA,5.99
Little River,KLLR,-123.753777778,39.2620555560001,LITTLE RIVER,CA,5.6
Livermore Muni,KLVK,-121.820361111,37.6933888890001,LIVERMORE,CA,5.48
Long Beach (Daugherty Fld),KLGB,-118.151890556,33.817929722,LONG BEACH,CA,7.02
Los Alamitos AAF,KSLI,-118.05142,33.7900300000001,LOS ALAMITOS,CA,
Madera Muni,KMAE,-120.112449722,36.988600278,MADERA,CA,5.99
Mammoth Yosemite,KMMH,-118.83875,37.624055556,MAMMOTH LAKES,CA,7.29
Marina Muni,KOAR,-121.761666667,36.681527778,MARINA,CA,5.5
Mariposa-Yosemite,KMPI,-120.039527778,37.5108611110001,MARIPOSA,CA,
Yuba County,KMYV,-121.569833333,39.0977777780001,MARYSVILLE,CA,5.99
Beale AFB,KBAB,-121.436586972,39.1361007780001,MARYSVILLE,CA,
Siskiyou County,KSIY,-122.468111111,41.781444444,MONTAGUE,CA,6.5
Monterey Rgnl,KMRY,-121.842783056,36.586952222,MONTEREY,CA,5.39
Moffett Federal Airfield,KNUQ,-122.049129167,37.4161438890001,MOUNTAIN VIEW,CA,7.65
Napa County,KAPC,-122.280687222,38.2131891670001,NAPA,CA,5.36
Needles,KEED,-114.623279889,34.7663468330001,NEEDLES,CA,7.25
Camp Pendleton MCAS (Munn Fld),KNFG,-117.355169444,33.3012583330001,OCEANSIDE,CA,
Bob Maxwell Meml Airfield,KOKB,-117.3515075,33.2179763890001,OCEANSIDE,CA,5.93
Ontario Intl,KONT,-117.6011875,34.0560141670001,ONTARIO,CA,5.15
Palm Springs Intl,KPSP,-116.506694167,33.8296697220001,PALM SPRINGS,CA,7.68
Bermuda Dunes,KUDD,-116.274813333,33.7484375000001,PALM SPRINGS,CA,7.05
Jacqueline Cochran Rgnl,KTRM,-116.159654444,33.6266705560001,PALM SPRINGS,CA,4.38
Palo Alto,KPAO,-122.115046667,37.461121389,PALO ALTO,CA,5.65
Placerville,KPVF,-120.753309167,38.7242275,PLACERVILLE,CA,5.61
Point Mugu NAS (Naval Base Ventura Co),KNTD,-119.119588944,34.1192765000001,OXNARD,CA,
Red Bluff Muni,KRBL,-122.252194444,40.150305556,RED BLUFF,CA,5.65
Redding Rgnl,KRDD,-122.293385278,40.5089852780001,REDDING,CA,5.65
Redlands Muni,KREI,-117.146388889,34.08525,REDLANDS,CA,5.79
Flabob,KRIR,-117.409909722,33.9887875000001,RIVERSIDE/RUBIDOUX/,CA,5.91
March ARB,KRIV,-117.259016944,33.881943333,RIVERSIDE,CA,6.21
Salinas Muni,KSNS,-121.607153611,36.662410833,SALINAS,CA,5.69
Salton Sea,KSAS,-115.952583333,33.241194444,SALTON CITY,CA,
Calaveras County/Maury Rasmussen Fld,KCPU,-120.648166667,38.146111111,SAN ANDREAS,CA,5.06
San Bernardino Intl,KSBD,-117.234888889,34.095361111,SAN BERNARDINO,CA,5.15
San Carlos,KSQL,-122.249531111,37.511861111,SAN CARLOS,CA,
San Clemente Island NALF,KNUC,-118.588493,33.022747167,SAN CLEMENTE ISLAND,CA,
Merced Yosemite Rgnl,KMCE,-120.513916667,37.28475,MERCED,CA,6.25
Castle,KMER,-120.568186389,37.380484444,ATWATER,CA,6.77
Modesto City-County-Harry Sham Fld,KMOD,-120.95443,37.6258247220001,MODESTO,CA,5.63
Mojave Air & Space Port/Rutan Fld,KMHV,-118.150611111,35.0589444440001,MOJAVE,CA,4.85
Gnoss Fld,KDVO,-122.557091389,38.1435758330001,NOVATO,CA,6.75
San Francisco Bay Oakland Intl,KOAK,-122.221150556,37.7212613890001,OAKLAND,CA,5.59
Oroville Muni,KOVE,-121.622,39.4878055560001,OROVILLE,CA,5.9
Oxnard,KOXR,-119.207226389,34.2008069440001,OXNARD,CA,4.99
Barton,KPAI,-118.407072222,34.2585444440001,PACOIMA,CA,
Palmdale USAF Plant 42,KPMD,-118.084552778,34.629388889,PALMDALE,CA,
Paso Robles Muni,KPRB,-120.627083333,35.672888889,PASO ROBLES,CA,5.45
Porterville Muni,KPTV,-119.062722222,36.0295833330001,PORTERVILLE,CA,5.5
Ramona,KRNM,-116.91525,33.0391666670001,RAMONA,CA,5.99
Rancho Murieta,KRIU,-121.102777778,38.486777778,RANCHO MURIETA,CA,6.65
Riverside Muni,KRAL,-117.445111111,33.951888889,RIVERSIDE,CA,5.0
Sacramento Intl,KSMF,-121.590777778,38.695444444,SACRAMENTO,CA,5.42
Sacramento Mather,KMHR,-121.297211389,38.5553108330001,SACRAMENTO,CA,5.42
Sacramento Exec,KSAC,-121.493300278,38.5128611110001,SACRAMENTO,CA,5.42
Mc Clellan Airfield,KMCC,-121.400611111,38.667638889,SACRAMENTO,CA,5.42
Gillespie Fld,KSEE,-116.972444444,32.8262222220001,SAN DIEGO/EL CAJON,CA,5.84
Montgomery-Gibbs Exec,KMYF,-117.139555556,32.815722222,SAN DIEGO,CA,4.68
San Diego Intl,KSAN,-117.189663333,32.7335627780001,SAN DIEGO,CA,4.68
Miramar MCAS (Joe Foss Fld),KNKX,-117.143192222,32.868529111,SAN DIEGO,CA,
North Island NAS (Halsey Fld),KNZY,-117.213114778,32.698199,SAN DIEGO,CA,
Brown Fld Muni,KSDM,-116.980166667,32.5722777780001,SAN DIEGO,CA,4.25
San Francisco Intl,KSFO,-122.375416667,37.618805556,SAN FRANCISCO,CA,5.59
John Wayne/Orange County,KSNA,-117.868233056,33.6756619440001,SANTA ANA,CA,5.21
Santa Barbara Muni,KSBA,-119.841492778,34.4261916670001,SANTA BARBARA,CA,5.58
Charles M Schulz/Sonoma County,KSTS,-122.812888889,38.509694444,SANTA ROSA,CA,5.36
Santa Ynez/Kunkle Fld,KIZA,-120.07555,34.6068152780001,SANTA YNEZ,CA,
Commodore Center,KJMC,-122.512877778,37.878555556,SAUSALITO,CA,
Lake Tahoe,KTVL,-119.995333333,38.893888889,SOUTH LAKE TAHOE,CA,6.8
Stockton Metro,KSCK,-121.23874,37.8944102780001,STOCKTON,CA,6.51
Tehachapi Muni,KTSP,-118.4393,35.134994444,TEHACHAPI,CA,4.3
Twentynine Palms,KTNP,-115.945805556,34.131583333,TWENTYNINE PALMS,CA,5.86
Twentynine Palms SELF,KNXP,-116.162095139,34.2961104170001,TWENTYNINE PALMS,CA,
Ukiah Muni,KUKI,-123.200861111,39.125944444,UKIAH,CA,5.8
Cable,KCCB,-117.687388333,34.1116094440001,UPLAND,CA,5.15
Southern California Logistics,KVCV,-117.382662222,34.595526111,VICTORVILLE,CA,6.23
Visalia Muni,KVIS,-119.392860833,36.318637778,VISALIA,CA,5.4
Willows/Glenn County,KWLW,-122.217275444,39.515755889,WILLOWS,CA,5.99
Reid-Hillview of Santa Clara County,KRHV,-121.819805556,37.3328611110001,SAN JOSE,CA,5.99
Norman Y Mineta San Jose Intl,KSJC,-121.928620556,37.3629947220001,SAN JOSE,CA,9.22
San Luis Obispo County Rgnl,KSBP,-120.642602778,35.2372725000001,SAN LUIS OBISPO,CA,5.15
San Nicolas Island NOLF,KNSI,-119.458206389,33.2397844440001,SAN NICOLAS ISLAND,CA,
Santa Maria Pub/Capt G Allan Hancock Fld,KSMX,-120.458083333,34.899944444,SANTA MARIA,CA,5.79
Santa Monica Muni,KSMO,-118.451306111,34.015821944,SANTA MONICA,CA,6.75
Santa Paula,KSZP,-119.061616611,34.3470176110001,SANTA PAULA,CA,4.9
Shafter-Minter Fld,KMIT,-119.192130556,35.5074777780001,SHAFTER,CA,4.28
Susanville Muni,KSVE,-120.572694444,40.375694444,SUSANVILLE,CA,5.28
Zamperini Fld,KTOA,-118.339607639,33.803382861,TORRANCE,CA,5.39
Tracy Muni,KTCY,-121.441574722,37.6888952780001,TRACY,CA,5.27
Truckee-Tahoe,KTRK,-120.139583333,39.3200555560001,TRUCKEE,CA,6.99
Mefford Fld,KTLR,-119.326555556,36.1565833330001,TULARE,CA,4.25
Nut Tree,KVCB,-121.961194444,38.378222222,VACAVILLE,CA,5.85
Van Nuys,KVNY,-118.489972222,34.209805556,VAN NUYS,CA,6.11
Watsonville Muni,KWVI,-121.7896375,36.9357325,WATSONVILLE,CA,5.5
Colorado Plains Rgnl,KAKO,-103.222027778,40.175638889,AKRON,CO,5.09
San Luis Valley Rgnl/Bergman Fld,KALS,-105.867875278,37.435125,ALAMOSA,CO,6.49
Aspen-Pitkin County/Sardy Fld,KASE,-106.868233333,39.2218783330001,ASPEN,CO,5.5
Buckley Space Force Base,KBKF,-104.751961111,39.7017611110001,AURORA,CO,
Boulder Muni,KBDU,-105.226089583,40.039365278,BOULDER,CO,5.79
City of Colorado Springs Muni,KCOS,-104.700776389,38.805816667,COLORADO SPRINGS,CO,7.05
Meadow Lake,KFLY,-104.569904722,38.942769722,COLORADO SPRINGS,CO,5.07
USAF Academy Davis Airfield,KAFF,-104.820032722,38.9733914170001,COLORADO SPRINGS,CO,
Cortez Muni,KCEZ,-108.628044167,37.3030025,CORTEZ,CO,7.0
Eagle County Rgnl,KEGE,-106.915944444,39.64275,EAGLE,CO,5.0
Erie Muni,KEIK,-105.048083333,40.01025,ERIE,CO,5.95
Butts AAF (Fort Carson),KFCS,-104.756480611,38.6783035560001,FORT CARSON,CO,
Kgws Sumers Airpark,KGWS,-107.309083333,39.506,GLENWOOD SPRINGS,CO,5.5
Central Colorado Rgnl,KAEJ,-106.120611111,38.8141944440001,BUENA VISTA,CO,5.9
Kit Carson County,KITR,-102.2853775,39.2425111110001,BURLINGTON,CO,4.0
Craig-Moffat,KCAG,-107.521666667,40.4952222220001,CRAIG,CO,6.3
Astronaut Kent Rominger,KRCV,-106.3520185,37.713783806,DEL NORTE,CO,5.35
Blake Fld,KAJZ,-108.062013611,38.785603333,DELTA,CO,5.25
Rocky Mountain Metro,KBJC,-105.117194444,39.9088055560001,DENVER,CO,5.32
Centennial,KAPA,-104.849293056,39.5701186110001,DENVER,CO,6.69
Denver Intl,KDEN,-104.673166667,39.8616666670001,DENVER,CO,7.68
Colorado Air and Space Port,KCFO,-104.537638889,39.784194444,DENVER,CO,5.77
Durango-La Plata County,KDRO,-107.753777778,37.1515277780001,DURANGO,CO,6.45
Northern Colorado Rgnl,KFNL,-105.011325556,40.4518158330001,FORT COLLINS/LOVELAND,CO,6.04
Fort Morgan Muni,KFMM,-103.804166667,40.3354444440001,FORT MORGAN,CO,5.6
Granby-Grand County,KGNB,-105.916638889,40.090055556,GRANBY,CO,5.71
Grand Junction Rgnl,KGJT,-108.525485556,39.121499167,GRAND JUNCTION,CO,5.65
Greeley-Weld County,KGXY,-104.633222222,40.437416667,GREELEY,CO,5.78
Gunnison-Crested Butte Rgnl,KGUC,-106.93175,38.5343333330001,GUNNISON,CO,6.9
Yampa Valley,KHDN,-107.217666667,40.481194444,HAYDEN,CO,5.75
Holyoke,KHEQ,-102.272688889,40.5694297220001,HOLYOKE,CO,6.25
Limon Muni,KLIC,-103.665861111,39.274777778,LIMON,CO,6.79
Vance Brand,KLMO,-105.163638889,40.1643888890001,LONGMONT,CO,5.28
Monte Vista Muni,KMVI,-106.045897778,37.528726111,MONTE VISTA,CO,5.6
Montrose Rgnl,KMTJ,-107.89425,38.5098055560001,MONTROSE,CO,5.71
Stevens Fld,KPSO,-107.056008889,37.2862486110001,PAGOSA SPRINGS,CO,6.4
Pueblo Meml,KPUB,-104.498028056,38.2899475,PUEBLO,CO,5.59
Rifle Garfield County,KRIL,-107.727986944,39.5266066670001,RIFLE,CO,5.5
Steamboat Springs/Bob Adams Fld,KSBS,-106.866301667,40.516260833,STEAMBOAT SPRINGS,CO,5.77
Perry Stokes,KTAD,-104.340861389,37.259223611,TRINIDAD,CO,5.1
La Junta Muni,KLHX,-103.50975,38.0500000000001,LA JUNTA,CO,5.75
Southeast Colorado Rgnl,KLAA,-102.688494167,38.069703889,LAMAR,CO,4.49
Lake County,KLXV,-106.316416667,39.219472222,LEADVILLE,CO,6.2
Meeker Coulter Fld,KEEO,-107.885916667,40.048805556,MEEKER,CO,6.25
Hopkins Fld,KAIB,-108.562806667,38.2390022220001,NUCLA,CO,4.53
Salida/Harriett Alexander Fld,KANK,-106.048638889,38.5382777780001,SALIDA,CO,5.5
Sterling Muni,KSTK,-103.264261111,40.6142980560001,STERLING,CO,5.79
Telluride Rgnl,KTEX,-107.90875,37.9538055560001,TELLURIDE,CO,5.71
Bridgeport/Sikorsky,KBDR,-73.1261758329999,41.1634808330001,BRIDGEPORT,CT,5.75
Chester,KSNC,-72.505787222,41.383709444,CHESTER,CT,5.9
Meriden Markham Muni,KMMK,-72.8294783329999,41.508714722,MERIDEN,CT,5.65
Waterbury-Oxford,KOXC,-73.1351825,41.4782805560001,OXFORD,CT,7.25
Windham,KIJD,-72.1802222219999,41.744027778,WILLIMANTIC,CT,5.37
Bradley Intl,KBDL,-72.684315833,41.939032222,WINDSOR LOCKS,CT,7.75
Ronald Reagan Washington Ntl,KDCA,-77.037721389,38.851440278,WASHINGTON,DC,9.64
Pentagon AHP,KJPN,-77.0566666669999,38.874888889,WASHINGTON,DC,
Dover AFB,KDOV,-75.465961111,39.1295388890001,DOVER,DE,
New Castle,KILG,-75.606635,39.6787097220001,WILMINGTON,DE,6.4
Danbury Muni,KDXR,-73.482189444,41.3715344440001,DANBURY,CT,4.45
Danielson,KLZD,-71.900972222,41.8197500000001,DANIELSON,CT,6.75
Groton-New London,KGON,-72.045138889,41.330055556,GROTON (NEW LONDON),CT,7.41
Hartford-Brainard,KHFD,-72.649444444,41.736722222,HARTFORD,CT,7.47
Tweed/New Haven,KHVN,-72.887729167,41.2637247220001,NEW HAVEN,CT,7.42
Sikorsky,KJSD,-73.097761111,41.247333333,STRATFORD,CT,
Washington Dulles Intl,KIAD,-77.459928611,38.947456389,WASHINGTON,DC,5.38
Manassas Rgnl/Harry P Davis Fld,KHEF,-77.515104722,38.721024722,WASHINGTON,DC,5.38
Delaware Coastal,KGED,-75.359304444,38.6876327780001,GEORGETOWN,DE,6.15
Summit,KEVY,-75.723666667,39.5210277780001,MIDDLETOWN,DE,6.5
Apalachicola Rgnl-Cleve Randolph Fld,KAAF,-85.0273774999999,29.727549444,APALACHICOLA,FL,5.99
Brooksville-Tampa Bay Rgnl,KBKV,-82.456065,28.473458056,BROOKSVILLE,FL,4.6
George T Lewis,KCDK,-83.050583333,29.1342472220001,CEDAR KEY,FL,
Patrick Space Force Base,KCOF,-80.6099763889999,28.2350086110001,COCOA BEACH,FL,
Cape Canaveral Space Force Station Skid Strip,KXMR,-80.566614167,28.4675880560001,COCOA BEACH,FL,
Bob Sikes,KCEW,-86.522112778,30.778831111,CRESTVIEW,FL,6.34
Deland Muni-Sidney H Taylor Fld,KDED,-81.2837499999999,29.0670277780001,DELAND,FL,4.99
Fort Lauderdale Exec,KFXE,-80.170706278,26.197279361,FORT LAUDERDALE,FL,4.65
Avon Park Exec,KAVO,-81.528966833,27.591299889,AVON PARK,FL,5.52
Macdill AFB Aux Fld,KAGR,-81.341563889,27.6478500000001,AVON PARK,FL,
Bartow Exec,KBOW,-81.783437222,27.9433586110001,BARTOW,FL,4.42
Boca Raton,KBCT,-80.107696389,26.378485556,BOCA RATON,FL,8.05
Tri-County,KBCR,-85.6017494439999,30.843885556,BONIFAY,FL,4.49
Clearwater Air Park,KCLW,-82.759056944,27.977213889,CLEARWATER,FL,5.68
Cross City,KCTY,-83.10475,29.635527778,CROSS CITY,FL,4.74
Crystal River-Capt Tom Davis Fld,KCGC,-82.574111111,28.867611111,CRYSTAL RIVER,FL,
Daytona Beach Intl,KDAB,-81.058042222,29.179908889,DAYTONA BEACH,FL,5.92
Destin Exec,KDTS,-86.471472222,30.400054722,DESTIN,FL,6.34
Fernandina Beach Muni,KFHB,-81.4611944439999,30.611833333,FERNANDINA BEACH,FL,5.99
Fort Lauderdale/Hollywood Intl,KFLL,-80.149694444,26.071666667,FORT LAUDERDALE,FL,4.98
Page Fld,KFMY,-81.8632466669999,26.5866152780001,FORT MYERS,FL,4.91
Southwest Florida Intl,KRSW,-81.7551549999999,26.5361638890001,FORT MYERS,FL,
Treasure Coast Intl,KFPR,-80.372638889,27.4974722220001,FORT PIERCE,FL,5.35
North Perry,KHWO,-80.240694167,26.0012616670001,HOLLYWOOD,FL,0.25
Homestead ARB,KHST,-80.3835664169999,25.488550639,HOMESTEAD,FL,
Herlong Recreational,KHEG,-81.805945556,30.2777858330001,JACKSONVILLE,FL,4.26
Jacksonville Intl,KJAX,-81.687846667,30.4940455560001,JACKSONVILLE,FL,6.02
Cecil,KVQQ,-81.877166667,30.2187777780001,JACKSONVILLE,FL,6.85
Lakeland Linder Intl,KLAL,-82.0189999999999,27.987638889,LAKELAND,FL,4.84
Leesburg Intl,KLEE,-81.8084175,28.822898056,LEESBURG,FL,4.99
Gainesville Rgnl,KGNV,-82.2717777779999,29.6900555560001,GAINESVILLE,FL,5.33
Harold NOLF,KNZX,-86.882013472,30.67876125,HAROLD,FL,
Immokalee Rgnl,KIMM,-81.400478167,26.4337121670001,IMMOKALEE,FL,3.97
Inverness,KINF,-82.3182908329999,28.8036127780001,INVERNESS,FL,5.63
Jacksonville Exec At Craig,KCRG,-81.5144444439999,30.336333333,JACKSONVILLE,FL,4.95
Jacksonville NAS (Towers Fld),KNIP,-81.676057194,30.233706028,JACKSONVILLE,FL,
Whitehouse NOLF,KNEN,-81.866989444,30.349495,JACKSONVILLE,FL,
Key West Intl,KEYW,-81.7599558329999,24.5561197220001,KEY WEST,FL,7.62
Key West NAS (Boca Chica Fld),KNQX,-81.686645444,24.574637083,KEY WEST,FL,
Lake City Gateway,KLCQ,-82.576861111,30.182055556,LAKE CITY,FL,5.1
The Florida Keys Marathon Intl,KMTH,-81.0513611109999,24.726194444,MARATHON,FL,8.46
Merritt Island,KCOI,-80.685484722,28.3415997220001,MERRITT ISLAND,FL,5.59
Miami Intl,KMIA,-80.290115833,25.795361111,MIAMI,FL,6.8
Miami-Opa Locka Exec,KOPF,-80.278222222,25.9074166670001,MIAMI,FL,6.8
Naples Muni,KAPF,-81.775639194,26.1524408060001,NAPLES,FL,4.75
New Smyrna Beach Muni,KEVB,-80.9489166669999,29.055694444,NEW SMYRNA BEACH,FL,4.11
Ocala Intl-Jim Taylor Fld,KOCF,-82.2241146389999,29.1718767780001,OCALA,FL,5.21
Orlando Intl,KMCO,-81.309,28.4293888890001,ORLANDO,FL,6.83
Orlando Sanford Intl,KSFB,-81.234913611,28.777178056,ORLANDO,FL,6.44
Kissimmee Gateway,KISM,-81.437081389,28.2898069440001,ORLANDO,FL,5.99
Exec,KORL,-81.33293,28.545461667,ORLANDO,FL,5.66
Ormond Beach Muni,KOMN,-81.113805556,29.3011388890001,ORMOND BEACH,FL,5.81
Spencer NOLF,KNRQ,-87.139826667,30.625328333,PACE,FL,
Northwest Florida Beaches Intl,KECP,-85.795602222,30.358240833,PANAMA CITY,FL,7.45
Marco Island Exec,KMKY,-81.672527778,25.9950277780001,MARCO ISLAND,FL,4.63
Marianna Muni,KMAI,-85.182223611,30.8382213890001,MARIANNA,FL,4.5
Hurlburt Fld,KHRT,-86.6888083329999,30.428922222,MARY ESTHER,FL,
Mayport NS (Adm David L McDonald Fld),KNRB,-81.424521167,30.391374194,MAYPORT,FL,
